Income_per_month,Age,Rent_per_month,Loan_Repayment_per_month,Insurance_premium,Healthcare_cost_per_month,Education_cost_per_month,Desired_Savings_per_month,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Dependents_4,Occupation_Professional,Occupation_Retired,Occupation_Self_Employed,Occupation_Student,Risk_Tolerance
36434,30,7286,2910,1692,1796,3146,1953,0,1,0,0,0,0,0,1,0,0.027985707568600297
3969,30,1190,753,165,127,295,87,0,1,0,0,0,0,0,0,1,0.002206160982297145
12754,26,1913,0,289,420,1002,798,0,0,0,0,1,1,0,0,0,0.0054578676819239625
15256,22,3051,0,407,529,1462,836,0,1,0,0,0,0,0,0,1,0.0075241596451096435
33848,35,10154,0,1657,1277,2040,3351,0,0,1,0,0,0,1,0,0,0.02613765095438286
34809,57,5221,0,1451,1101,3093,2738,0,0,1,0,0,1,0,0,0,0.02326686413659152
49906,31,9981,0,2333,1977,3719,7196,0,0,0,0,1,0,0,1,0,0.03814952295736673
36865,51,7373,0,1324,1697,2606,3613,0,0,1,0,0,0,1,0,0,0.026421356908041576
10597,39,2119,0,243,478,980,648,0,0,0,0,1,0,0,1,0,0.005109683102433721
95468,50,19093,0,2316,4690,5171,13042,0,0,0,1,0,0,0,1,0,0.08208029870467401
82990,41,16598,0,4044,3654,8011,9145,0,1,0,0,0,0,1,0,0,0.07420894645893307
10964,46,2192,1183,331,454,713,750,0,1,0,0,0,1,0,0,0,0.006144317052314981
39148,30,7829,3238,1238,1869,2961,2412,0,1,0,0,0,0,1,0,0,0.02990816259723873
18631,44,3726,0,917,902,1321,1060,0,0,0,1,0,0,0,1,0,0.009259130669407173
33524,18,10057,0,1149,1394,2522,2473,0,1,0,0,0,0,0,0,1,0.02553750374472019
69675,24,10451,8725,1422,2184,5448,7989,0,0,0,1,0,1,0,0,0,0.06728394204462715
164890,21,24733,0,5999,6274,12585,37625,0,0,0,1,0,0,0,0,1,0.15334405993139474
54719,27,8207,0,2293,2132,4585,5970,0,0,0,0,1,1,0,0,0,0.049486849336266944
37983,57,7596,0,1376,1890,0,3485,1,0,0,0,0,1,0,0,0,0.024763760234741878
22858,52,3428,4123,901,1029,0,1541,1,0,0,0,0,0,0,0,1,0.017408236995653147
34705,56,6941,3143,1230,1472,3371,2791,0,0,0,0,1,0,0,1,0,0.027785327839093092
89033,33,17806,0,2382,3399,8846,10708,0,0,0,0,1,0,1,0,0,0.07747652482030302
28945,44,5789,0,655,879,1486,2106,0,0,0,0,1,0,0,0,1,0.018775183863281506
14765,37,2953,0,302,646,909,900,0,1,0,0,0,0,0,1,0,0.006998410849867968
8210,27,1642,622,333,302,438,456,0,0,1,0,0,0,0,0,1,0.003961963562632553
45224,62,13567,0,1430,1580,2587,6196,0,0,0,0,1,0,1,0,0,0.03288806708951419
36562,50,10968,0,1292,1723,2429,2927,0,0,0,1,0,0,1,0,0,0.028041258384701305
17894,24,2684,2611,420,607,0,1129,1,0,0,0,0,1,0,0,0,0.009079582495937847
68170,59,20451,0,2497,3049,3685,8835,0,1,0,0,0,0,0,0,1,0.05848310560805328
21408,61,6422,0,587,817,1883,1136,0,0,1,0,0,0,0,0,1,0.015648466499881955
26936,63,8080,4143,1197,961,0,1991,1,0,0,0,0,1,0,0,0,0.02220048686322397
29602,39,5920,1799,1122,1290,0,2775,1,0,0,0,0,0,0,1,0,0.020638120160383144
22656,60,4531,1992,495,1124,0,1971,1,0,0,0,0,0,0,1,0,0.016835865194040983
36230,34,7246,2460,958,1799,2946,2171,0,0,0,1,0,1,0,0,0,0.027087966701253664
75370,26,15074,0,2037,2622,4121,7899,0,0,0,1,0,0,0,1,0,0.06447664187380839
12027,57,3608,0,530,468,1144,1053,0,0,0,1,0,0,0,1,0,0.007249381501181447
44345,27,13303,0,1537,1869,4402,6107,0,0,1,0,0,0,0,1,0,0.034254021978283596
34429,53,6885,5391,1353,1475,0,2039,1,0,0,0,0,1,0,0,0,0.02493934049277542
33926,48,10178,4386,1174,1318,2990,2372,0,0,0,0,1,0,1,0,0,0.02996768132877552
60260,48,9039,0,1939,2518,5686,6554,0,0,1,0,0,1,0,0,0,0.05397852960957696
31206,22,6241,5750,1395,1255,1573,1823,0,0,0,1,0,0,0,0,1,0.024484022196518948
44052,35,8810,6674,1968,2138,2904,4843,0,0,0,1,0,0,0,0,1,0.03685003065214674
53190,23,15957,4837,2406,2017,4739,2769,0,0,0,1,0,0,0,0,1,0.05152834182797896
20039,59,3005,0,976,968,1860,1648,0,1,0,0,0,0,0,1,0,0.013936310989340195
38112,45,7622,0,1140,1161,0,2492,1,0,0,0,0,0,0,0,1,0.023227184982233657
24546,60,4909,2472,1011,958,2360,1882,0,0,0,0,1,0,0,1,0,0.020483371458387477
26978,41,5395,0,813,1288,0,1989,1,0,0,0,0,0,0,1,0,0.016670204724596908
23185,22,3477,0,1084,982,1506,2038,0,0,1,0,0,0,0,1,0,0.015876621637439664
43731,45,13119,0,1568,2063,3754,6332,0,1,0,0,0,0,0,0,1,0.03373224109847771
32024,20,9607,0,997,1350,3068,1956,0,0,1,0,0,0,0,0,1,0.024375896500893772
41133,35,12340,0,832,1517,2190,5877,0,0,0,1,0,0,0,0,1,0.032738278281813256
29582,21,5916,0,1190,1437,2534,2222,0,0,0,1,0,0,0,1,0,0.020937697775785004
8313,57,2494,0,279,335,744,704,0,0,0,0,1,0,0,1,0,0.004701979791406685
30762,59,6152,0,703,1262,0,2446,1,0,0,0,0,0,1,0,0,0.01906781762667074
31564,49,6312,0,992,1431,2107,2856,0,0,1,0,0,0,1,0,0,0.021925708719295774
36425,49,7285,0,1289,1719,3440,3213,0,0,0,1,0,1,0,0,0,0.026581065504331973
18656,36,3731,0,558,619,1293,1259,0,0,0,0,1,1,0,0,0,0.009129181438885175
11528,46,2305,1301,496,454,747,586,0,0,0,0,1,0,0,1,0,0.0063615604224242775
49446,50,7416,0,2080,1690,3448,5029,0,0,1,0,0,1,0,0,0,0.03367768226123565
24102,19,7230,1560,566,983,0,1722,1,0,0,0,0,0,1,0,0,0.017654247752671895
34404,28,6880,0,1218,1716,2507,1871,0,1,0,0,0,0,1,0,0,0.02344343637348401
23951,64,4790,0,809,759,2193,2258,0,0,0,0,1,0,0,1,0,0.01772170231508026
29854,50,8956,0,1271,914,1892,2154,0,0,1,0,0,1,0,0,0,0.022084425336727224
20942,58,4188,0,724,804,1216,1087,0,0,0,1,0,0,0,1,0,0.014103955416502164
13828,57,2074,2602,408,516,877,1238,0,1,0,0,0,1,0,0,0,0.008517130482915148
43824,18,8764,0,1493,1319,3394,5729,0,1,0,0,0,0,0,1,0,0.03244663649728297
18517,59,5555,2867,634,603,0,1162,1,0,0,0,0,0,1,0,0,0.010936566919885803
34204,34,5130,5431,870,1084,3382,1995,0,0,1,0,0,0,0,0,1,0.02597298246379773
41661,33,8332,6205,1280,1413,0,4794,1,0,0,0,0,1,0,0,0,0.031762171084609846
18760,19,3752,2185,608,914,962,1429,0,0,0,0,1,0,0,1,0,0.01124011245072345
11451,21,2290,1224,248,360,1092,962,0,0,0,0,1,0,1,0,0,0.006797039141501817
208943,49,62683,0,8125,7047,13473,36555,0,0,1,0,0,0,1,0,0,0.21387064198887792
19667,24,5900,0,517,845,1455,1034,0,0,0,1,0,0,1,0,0,0.01023722182432848
49399,46,14819,0,1491,1911,3403,6259,0,0,0,0,1,0,0,0,1,0.036201276478395696
141566,26,28313,18754,3593,5686,13459,17445,0,0,0,0,1,0,0,1,0,0.13890679961828653
56436,52,8465,9066,2386,2020,4957,6761,0,0,0,1,0,0,0,0,1,0.05795239691851687
23590,22,4718,2439,863,975,1547,2036,0,1,0,0,0,0,0,1,0,0.019114440633041227
28431,38,8529,3524,737,898,1974,1911,0,0,1,0,0,0,1,0,0,0.02390371456403521
15411,34,3082,0,399,509,1360,1097,0,1,0,0,0,0,0,1,0,0.007711643649450543
60737,56,9110,0,1628,1836,0,6075,1,0,0,0,0,0,1,0,0,0.04923091879065873
47191,31,14157,0,2301,1764,4114,5256,0,0,0,1,0,0,0,1,0,0.034882936574855715
19878,49,2981,0,680,951,1766,1687,0,0,1,0,0,1,0,0,0,0.009815630809276193
13032,32,2606,1927,624,567,1156,1283,0,0,0,1,0,0,0,0,1,0.00859152889733614
10425,38,3127,0,518,411,853,569,0,0,0,1,0,0,0,0,1,0.005759429255043716
66049,31,13209,0,2331,3184,4545,8875,0,1,0,0,0,0,0,0,1,0.05993833859412788
33032,58,9909,0,745,1249,2320,1926,0,1,0,0,0,1,0,0,0,0.024176508750245514
35629,33,5344,3260,1579,1424,0,3363,1,0,0,0,0,1,0,0,0,0.024718129207230335
15531,18,2329,2717,595,584,1114,839,0,0,1,0,0,0,1,0,0,0.009117277692577816
9303,57,1860,763,206,338,691,866,0,0,0,1,0,0,1,0,0,0.005107699144715828
64798,35,12959,0,2247,1948,0,8324,1,0,0,0,0,0,0,0,1,0.05340020593481112
31026,51,9307,5565,1237,1426,1918,374,0,0,0,1,0,1,0,0,0,0.02553750374472019
61990,43,12398,0,2064,1986,0,8260,1,0,0,0,0,1,0,0,0,0.054479478933344976
22031,53,6609,0,821,730,1655,1311,0,0,0,1,0,0,0,0,1,0.015925228601528046
24822,38,4964,0,1192,826,1818,1480,0,1,0,0,0,0,0,1,0,0.017528266437585684
53081,18,15924,0,1285,1905,3474,5339,0,0,0,0,1,0,1,0,0,0.04786000400759459
53897,44,10779,0,1861,2554,0,6236,1,0,0,0,0,0,1,0,0,0.04717950651035725
56783,28,17035,0,1149,2557,0,6077,1,0,0,0,0,0,0,1,0,0.04866152292562341
23689,55,7106,0,784,779,1595,1561,0,0,0,0,1,0,0,0,1,0.017132466872866004
49049,31,9809,0,1285,2390,4005,5563,0,1,0,0,0,1,0,0,0,0.0365445011635912
72855,45,14571,0,1953,3230,0,8328,1,0,0,0,0,0,1,0,0,0.059977025769626796
27587,44,5517,0,742,1111,1453,2410,0,1,0,0,0,1,0,0,0,0.018507349571365937
19893,39,5968,1008,851,719,1789,1849,0,0,0,1,0,0,0,0,1,0.012175548514710054
87829,38,26348,0,3095,4063,7287,11486,0,0,0,1,0,0,0,0,1,0.07429624059852036
17772,41,5331,0,558,866,1329,1346,0,0,0,0,1,0,1,0,0,0.009655922212985796
49639,36,9927,0,993,1570,2812,5716,0,0,1,0,0,0,0,0,1,0.03491368791948306
28630,41,8589,4195,1290,1399,2350,575,0,1,0,0,0,0,0,0,1,0.02452667728745365
6875,43,1031,832,137,338,404,432,0,0,1,0,0,1,0,0,0,0.003302297621433092
74000,42,11100,0,3273,3695,3717,8600,0,0,1,0,0,0,0,1,0,0.06623542039072064
3303,62,495,0,138,115,282,267,0,1,0,0,0,0,0,0,1,0.0009116285713718869
6134,61,920,534,144,242,557,426,0,0,1,0,0,0,1,0,0,0.00283309162115137
45744,46,9148,0,1766,1572,0,4886,1,0,0,0,0,0,1,0,0,0.03000537652541549
45734,27,6860,0,930,1865,3527,5250,0,0,0,1,0,1,0,0,0,0.03171455609938041
18013,28,3602,0,481,814,1012,1328,0,0,0,0,1,0,0,0,1,0.008864323083546443
33766,41,6753,0,919,1459,2803,1711,0,1,0,0,0,0,0,1,0,0.02272325972188881
3959,41,791,0,195,152,257,203,0,0,0,0,1,0,0,0,1,0.001268740960592648
52814,29,10562,10156,1960,2460,5056,6368,0,0,0,1,0,0,1,0,0,0.05700803304479975
36634,24,10990,0,742,1615,2808,2459,0,0,0,0,1,1,0,0,0,0.0275958598770343
28924,57,5784,0,690,916,2701,2039,0,1,0,0,0,0,0,0,1,0.01982072958061118
30504,34,4575,2500,785,1495,1864,2307,0,0,0,0,1,0,0,1,0,0.02277186668597719
44513,52,8902,5507,1987,2123,3760,5905,0,0,1,0,0,1,0,0,0,0.03799675821308896
29314,23,5862,3922,1183,1381,2749,2188,0,0,1,0,0,1,0,0,0,0.024406647845521115
6698,29,1339,0,231,272,636,411,0,0,0,1,0,0,1,0,0,0.0029372494013407587
173862,32,34772,0,7706,6777,15754,37905,0,0,1,0,0,0,1,0,0,0.16510793721964198
78401,49,23520,15153,2682,3233,4362,5843,0,0,0,0,1,0,0,1,0,0.07084911406368108
10732,40,2146,0,477,529,0,980,1,0,0,0,0,0,1,0,0,0.004651388869600411
22761,24,6828,0,604,1024,1699,1689,0,0,0,0,1,0,0,0,1,0.016982678065165076
24837,55,7451,3617,1189,781,0,2336,1,0,0,0,0,0,0,0,1,0.020604392879178958
71113,48,10667,0,3464,2995,4813,10426,0,0,0,0,1,1,0,0,0,0.06418500008927809
5332,46,1599,0,208,175,0,471,1,0,0,0,0,0,0,1,0,0.0022934551218844424
20125,61,3018,0,785,823,0,1030,1,0,0,0,0,0,1,0,0,0.011623016290276822
7335,45,1100,0,271,288,468,567,0,1,0,0,0,1,0,0,0,0.0028568991137660872
23881,29,4776,0,787,1023,1858,1787,0,1,0,0,0,1,0,0,0,0.017196945498697533
20556,44,3083,1250,521,723,1463,1157,0,0,0,0,1,0,0,1,0,0.014276559737958865
31974,21,6394,0,824,1092,1788,2242,0,0,1,0,0,0,1,0,0,0.02099027265530917
18491,38,5547,0,731,860,1453,1122,0,1,0,0,0,0,0,1,0,0.009872173604236147
16450,26,3290,0,559,793,0,1354,1,0,0,0,0,0,0,1,0,0.007384290625998179
49250,51,7387,0,1318,1693,3277,7228,0,0,0,0,1,0,1,0,0,0.03516565054965549
43160,54,8632,0,982,1558,3226,4694,0,0,1,0,0,0,0,0,1,0.03089319760417266
46633,38,9326,0,2274,1407,4370,5321,0,0,0,0,1,1,0,0,0,0.03477580285808949
26041,40,7812,0,1058,1129,0,1933,1,0,0,0,0,1,0,0,0,0.01801830399390528
18987,41,3797,2135,488,937,1793,1476,0,1,0,0,0,0,0,0,1,0.012077342607674344
27278,27,5455,4905,1159,1038,2296,2247,0,1,0,0,0,0,0,1,0,0.023527754576494465
44796,55,8959,0,1123,1839,2638,5333,0,0,0,1,0,0,0,0,1,0.03229585571072309
5258,23,1051,0,198,195,374,492,0,0,0,1,0,1,0,0,0,0.002157554018208764
41119,38,8223,0,1522,1749,3586,5018,0,0,0,0,1,0,1,0,0,0.03093287675853052
38417,54,11525,6305,893,1508,3164,832,0,0,0,0,1,0,1,0,0,0.03183954543560768
31529,46,6305,0,1258,1478,3120,1888,0,0,1,0,0,0,0,0,1,0.02226397351019655
26622,57,7986,0,977,1310,2067,2117,0,1,0,0,0,1,0,0,0,0.020319694946661297
3850,38,770,0,169,138,346,227,0,1,0,0,0,0,0,0,1,0.0013143719881041896
21100,39,4220,0,996,860,1280,1443,0,0,0,1,0,0,0,0,1,0.014648551810063824
125555,52,25111,7241,5175,5223,0,28369,1,0,0,0,0,1,0,0,0,0.12229809758294431
30311,63,6062,0,882,966,0,2075,1,0,0,0,0,0,1,0,0,0.018248443089180885
23461,22,7038,0,699,798,1845,1873,0,0,0,1,0,1,0,0,0,0.017504458944970963
30408,32,6081,4181,892,1422,2798,2579,0,0,0,0,1,0,0,0,1,0.025395650767890833
39845,58,5976,2680,1829,1538,3011,3399,0,1,0,0,0,0,0,0,1,0.029200881670809833
50818,64,7622,3291,1753,1601,4754,5916,0,1,0,0,0,0,1,0,0,0.04916445620710931
24980,36,4996,4854,1217,1059,1542,1502,0,1,0,0,0,0,0,0,1,0.021940588402179974
42145,33,6321,0,1671,1619,0,5092,1,0,0,0,0,0,0,0,1,0.026817156472761252
114722,57,22944,0,4369,5473,6169,20625,0,0,0,0,1,0,1,0,0,0.10712677291421566
67100,64,20130,0,3151,2494,0,8773,1,0,0,0,0,1,0,0,0,0.0541392301847263
195085,60,39017,0,7352,8521,13861,34708,0,0,0,0,1,0,0,1,0,0.17881807702914235
17739,40,2660,0,792,613,1195,1640,0,0,0,1,0,1,0,0,0,0.008264175873883776
114680,21,22936,17768,4009,5545,8907,17599,0,0,0,0,1,0,0,1,0,0.11565183922800237
15937,38,4781,0,604,782,0,841,1,0,0,0,0,1,0,0,0,0.008151090283963868
39807,41,5971,0,1105,1572,3528,2600,0,1,0,0,0,0,1,0,0,0.026355886303351103
53902,59,10780,0,2495,1909,0,7582,1,0,0,0,0,0,1,0,0,0.04799292917469343
19936,43,5981,1322,565,609,1802,1274,0,0,0,1,0,0,1,0,0,0.011846211533539798
32187,59,6437,0,1574,1326,1895,2307,0,1,0,0,0,0,0,1,0,0.021854286241451623
62150,19,18645,0,1962,2691,0,7113,1,0,0,0,0,1,0,0,0,0.05385850016764443
16996,57,5098,1712,561,711,1314,979,0,1,0,0,0,0,1,0,0,0.01038701063202941
114057,25,34217,0,3964,4869,5728,24702,0,0,0,1,0,0,0,1,0,0.1118555361348139
9909,26,2972,1505,312,327,771,473,0,0,0,0,1,0,1,0,0,0.006605587221725131
141592,19,28318,0,5274,4924,8855,28849,0,0,0,0,1,0,0,0,1,0.13633757437361496
66837,31,20051,0,2639,3078,5758,9479,0,0,1,0,0,0,0,0,1,0.05896619931236025
27922,37,4188,0,702,896,2166,2612,0,1,0,0,0,0,1,0,0,0.01916304759712961
21738,19,4347,4039,976,956,1502,1200,0,0,0,1,0,0,0,1,0,0.01868193785054053
19996,21,3999,0,796,931,0,1841,1,0,0,0,0,0,0,0,1,0.009298809823765035
26911,52,8073,1615,1138,1010,0,1890,1,0,0,0,0,0,1,0,0,0.019865368629263774
28858,31,4328,1803,1391,874,1540,1927,0,0,1,0,0,0,1,0,0,0.020425836684568578
81890,38,16378,0,3626,3568,0,10467,1,0,0,0,0,0,0,1,0,0.06679588844602544
144911,32,28982,9673,5580,4817,12050,27161,0,0,0,1,0,0,0,1,0,0.14660058764827605
35187,56,10556,0,1024,1144,3332,2402,0,0,0,1,0,0,0,0,1,0.02694710570328325
15251,37,4575,0,578,580,1264,1419,0,0,0,0,1,0,1,0,0,0.009290873992893463
19387,23,3877,0,422,891,1884,1478,0,1,0,0,0,0,0,0,1,0.010356259287402067
25912,45,5182,0,1000,1053,1572,2253,0,1,0,0,0,1,0,0,0,0.017741541892259193
13158,60,1973,1732,433,512,0,1147,1,0,0,0,0,0,1,0,0,0.006653202206954565
11681,19,1752,0,476,497,704,769,0,1,0,0,0,0,0,1,0,0.004895415668901264
160597,45,48179,19208,4572,7778,12282,11187,0,0,1,0,0,1,0,0,0,0.15286989403681828
38217,51,5732,0,1474,1498,3249,2280,0,1,0,0,0,0,0,1,0,0.02506829774443847
15404,31,2310,0,676,488,0,1156,1,0,0,0,0,0,0,1,0,0.005865570992950998
57655,26,11531,4303,1332,2048,3807,8437,0,1,0,0,0,1,0,0,0,0.058530720593282716
11687,40,2337,0,471,565,1138,984,0,0,0,1,0,0,0,0,1,0.006062974785881363
12483,61,3744,0,613,507,907,823,0,0,0,1,0,1,0,0,0,0.007088680926032104
15780,52,4734,2057,730,537,957,1052,0,0,0,0,1,0,1,0,0,0.010752058852121743
112708,39,33812,0,2742,4071,7623,21869,0,0,0,0,1,0,0,0,1,0.10911172261096772
24505,22,3675,2483,818,960,2258,1390,0,0,0,0,1,0,0,0,1,0.018626387034439522
4253,58,638,0,115,211,415,366,0,0,0,0,1,0,1,0,0,0.001519711611906127
78984,46,15796,0,1749,3048,4248,8025,0,1,0,0,0,0,1,0,0,0.0674704340701091
23478,52,4695,1764,1026,795,0,2322,1,0,0,0,0,0,0,1,0,0.017383437524179486
6832,51,1366,0,306,293,425,515,0,1,0,0,0,1,0,0,0,0.0029174098241618275
23285,21,4657,1279,923,919,0,2043,1,0,0,0,0,0,1,0,0,0.016483712699114958
45513,62,9102,0,1034,2067,0,4962,1,0,0,0,0,1,0,0,0,0.030174012931436404
41447,26,12434,0,924,2052,0,5419,1,0,0,0,0,0,0,0,1,0.031052906200463054
126460,31,25292,8207,4648,5676,0,24126,1,0,0,0,0,0,1,0,0,0.11981914241443686
15164,62,4549,1639,713,690,1090,1013,0,0,0,1,0,0,0,0,1,0.01030666034445474
31142,22,9342,3958,787,1447,0,1731,1,0,0,0,0,0,0,1,0,0.02450286979483893
17142,64,3428,0,667,517,1385,875,0,1,0,0,0,0,0,1,0,0.008218544846372234
8735,44,1747,0,305,307,0,592,1,0,0,0,0,0,1,0,0,0.003339992818073061
60923,28,12184,5095,1688,2687,4081,7589,0,0,0,1,0,0,1,0,0,0.060791440412821925
43458,47,8691,0,1417,1726,3166,4578,0,1,0,0,0,0,1,0,0,0.03136637151989017
37642,54,11292,0,1264,1743,3401,3386,0,0,1,0,0,0,0,0,1,0.02998256101165972
42208,56,6331,7051,1034,1372,3458,5707,0,1,0,0,0,0,1,0,0,0.03496427884128933
17336,51,3467,0,437,626,1341,1346,0,0,0,1,0,0,0,1,0,0.008747269578190749
13418,41,2012,0,538,662,1110,1071,0,0,0,1,0,0,1,0,0,0.0062623625365296216
30917,33,4637,0,736,1416,1591,1552,0,0,0,0,1,0,1,0,0,0.019765178764510172
75956,47,22787,0,3297,2999,6802,10001,0,0,1,0,0,0,0,0,1,0.06426634235571171
108598,41,16289,14715,4932,4568,0,19439,1,0,0,0,0,1,0,0,0,0.11115519906039763
56686,20,8503,9372,1327,1831,5603,6756,0,0,0,1,0,0,0,1,0,0.057311578575637394
30708,46,9212,3367,1483,1520,2612,2460,0,0,0,0,1,1,0,0,0,0.027124669919034686
37226,59,11167,6834,1836,1454,2665,751,0,0,0,0,1,0,0,0,1,0.03137529932962069
30279,29,4541,0,654,1024,0,2816,1,0,0,0,0,0,1,0,0,0.01877419188442256
13202,44,3960,2245,265,549,1310,27,0,1,0,0,0,0,1,0,0,0.009082558432514687
30597,46,4589,0,1482,1518,2525,1828,0,0,1,0,0,0,0,1,0,0.021130141674420636
10312,19,3093,0,234,347,0,1007,1,0,0,0,0,0,1,0,0,0.005247568163827292
27165,46,5433,0,762,878,0,2032,1,0,0,0,0,0,0,0,1,0.01643609771388552
111061,57,22212,0,3801,4052,9028,21804,0,1,0,0,0,1,0,0,0,0.10689365788236321
57944,26,8691,7705,1434,2057,2915,6424,0,1,0,0,0,0,0,1,0,0.05568274928924715
14334,61,2866,0,465,617,1346,804,0,0,0,1,0,0,1,0,0,0.00713034403810786
28311,45,8493,4315,1353,1278,1900,1883,0,1,0,0,0,0,1,0,0,0.02511392877195001
15389,54,3077,1110,717,631,880,992,0,1,0,0,0,1,0,0,0,0.008310798880254265
28536,40,5707,4732,702,856,2597,2600,0,0,1,0,0,1,0,0,0,0.024196348327424445
68998,30,13799,0,3334,2101,4694,8821,0,0,1,0,0,0,1,0,0,0.0613747239818825
50582,22,10116,7135,2090,2378,2866,7281,0,0,1,0,0,0,1,0,0,0.053098644361691365
218877,49,65663,0,10751,10869,0,33360,1,0,0,0,0,0,0,0,1,0.21749533273946867
77880,45,15576,6221,1971,2698,6639,8916,0,0,1,0,0,1,0,0,0,0.07240255295679139
35318,32,7063,3211,775,1322,2135,2437,0,0,1,0,0,1,0,0,0,0.02634001464160796
51568,41,7735,0,1673,1846,3829,5598,0,0,0,0,1,1,0,0,0,0.04583934307192045
25514,49,5102,4782,1267,1075,1523,1683,0,0,1,0,0,0,0,0,1,0.021347385044529932
12172,38,2434,0,409,409,0,942,1,0,0,0,0,1,0,0,0,0.005046196455461141
85269,22,12790,6756,3355,3123,7270,11205,0,0,0,0,1,0,0,0,1,0.07697458351767607
67248,54,10087,0,2429,3033,0,8282,1,0,0,0,0,0,0,1,0,0.05706556781861865
24738,53,4947,2853,1159,1180,0,1975,1,0,0,0,0,0,0,1,0,0.019153127808540144
37350,45,7470,0,1721,1181,3149,2055,0,0,0,0,1,0,0,0,1,0.025430370027953963
80959,49,16191,14256,3954,3644,7079,5770,0,0,0,0,1,0,0,1,0,0.07902004392482387
59043,40,8856,0,2261,1822,3178,6679,0,0,0,0,1,1,0,0,0,0.051602740242399955
9306,33,2791,0,342,306,586,507,0,0,0,0,1,1,0,0,0,0.004835896937364471
36455,27,10936,0,798,1631,0,2572,1,0,0,0,0,0,0,0,1,0.02510004106792476
26234,46,5246,2549,767,825,1819,1645,0,0,0,0,1,0,1,0,0,0.019441793656493594
73083,44,14616,0,2250,2205,4066,7366,0,1,0,0,0,1,0,0,0,0.0620800209505935
68445,52,20533,0,2403,2458,5967,10018,0,0,1,0,0,0,1,0,0,0.05803274720609154
86149,59,17229,0,2040,2818,8511,9538,0,0,1,0,0,0,1,0,0,0.07572369817654447
12266,62,3679,914,442,469,984,707,0,1,0,0,0,0,1,0,0,0.007716603543745276
16021,41,4806,1987,447,779,0,855,1,0,0,0,0,0,0,1,0,0.009958475764964498
73146,40,10971,0,3590,3491,0,9297,1,0,0,0,0,0,0,1,0,0.06285178050285392
18687,20,3737,1469,489,865,1278,1615,0,0,1,0,0,0,0,0,1,0.0109663262856542
8882,53,2664,1754,224,271,661,255,0,0,0,1,0,0,0,1,0,0.0060034560543445695
45937,62,6890,6788,1627,2263,4171,6103,0,1,0,0,0,0,1,0,0,0.03861178510563583
19364,31,5809,0,925,886,1146,1396,0,1,0,0,0,0,1,0,0,0.010242181718623213
125590,21,25118,0,2929,4833,11432,23743,0,0,1,0,0,0,0,1,0,0.12101050902403168
38021,61,5703,4784,1807,1586,2189,3049,0,0,0,0,1,0,0,1,0,0.02915822657987513
34103,59,10231,0,792,1629,3317,2441,0,0,0,1,0,0,1,0,0,0.026519562815077283
22327,49,3349,0,561,1027,0,1397,1,0,0,0,0,0,0,0,1,0.01328061296357652
107110,37,21422,12402,2651,5080,0,26295,1,0,0,0,0,0,1,0,0,0.10902244451366253
39966,34,7993,5698,1075,1871,0,3991,1,0,0,0,0,0,0,0,1,0.030134333777078543
21636,46,4327,0,920,908,0,1956,1,0,0,0,0,1,0,0,0,0.01430631910372726
15893,56,3178,0,520,750,923,1413,0,1,0,0,0,0,1,0,0,0.00800626137055767
28287,49,4243,0,1254,1131,2490,2176,0,1,0,0,0,0,0,1,0,0.019772122616522798
13723,21,4116,0,409,574,1099,1311,0,0,0,0,1,0,0,1,0,0.008310798880254265
68326,41,10248,7080,2328,3115,4570,7878,0,1,0,0,0,0,1,0,0,0.06649928676720042
7060,61,1059,582,246,331,381,492,0,0,0,0,1,0,0,0,1,0.0031753243274879324
26831,59,5366,0,911,852,2299,2535,0,0,0,0,1,0,0,1,0,0.01874840043408995
48876,19,14663,0,1561,1743,0,6993,1,0,0,0,0,1,0,0,0,0.033410839948179026
39444,31,11833,0,1203,1769,0,2879,1,0,0,0,0,0,0,1,0,0.02758792404616273
16900,57,3380,1501,767,560,1293,934,0,1,0,0,0,0,0,0,1,0.009483317891529095
50876,59,15262,0,1639,2128,5080,5361,0,1,0,0,0,0,1,0,0,0.04700293427346476
14766,55,4429,978,353,661,1125,1041,0,0,0,0,1,0,0,1,0,0.009522997045886957
29467,51,5893,0,760,1394,1501,1748,0,0,1,0,0,0,1,0,0,0.019218598413230616
50535,63,10107,0,2071,1842,0,6795,1,0,0,0,0,0,1,0,0,0.04463309677944144
43446,60,6516,8009,2163,1922,2329,5246,0,0,0,1,0,1,0,0,0,0.035657672063692976
17481,19,3496,0,705,635,1264,1659,0,0,1,0,0,1,0,0,0,0.00904387125701577
78194,53,23458,0,1764,2730,0,11153,1,0,0,0,0,0,1,0,0,0.06111383354197955
32154,23,9646,0,1147,1230,0,2824,1,0,0,0,0,0,0,0,1,0.022627037772570992
54358,53,10871,0,2082,2637,4443,6212,0,1,0,0,0,1,0,0,0,0.051601748263541004
101949,39,20389,0,3788,3606,9548,20836,0,0,0,1,0,0,0,1,0,0.09949349559462188
73347,22,14669,14107,1824,3465,6942,7048,0,0,0,1,0,1,0,0,0,0.07395797580761959
73501,55,14700,0,2938,2831,0,10554,1,0,0,0,0,0,1,0,0,0.06024684401926026
34999,58,5249,0,719,1097,1961,2676,0,0,0,0,1,1,0,0,0,0.0219326525713084
56619,39,16985,0,2419,2527,5015,7619,0,0,0,1,0,0,0,0,1,0.05375235842973715
